Common gene name,No_drug,CHL_1ug/mL,CPR_4ng/mL,MEC_38ng/mL,NIT_2ug/mL,TET_150ng/mL,TMP_80ng/mL,FOX_1.90ug/mL,AMP_3.14ug/mL,PrtoSTOP
ygiE,0.89,0.64,0.6,0.75,0.69,0.67,0.65,0.49,0.45,0
ygiF,0.9,0.56,0.59,0.86,0.65,0.62,0.62,0.49,0.5,21.07
ygiH,0.96,0.58,0.7,0.59,0.7,0.63,0.59,0.37,0.39,0
ygiL,0.92,0.65,0.72,0.77,0.68,0.7,0.67,0.46,0.61,8.22
ygiN,0.92,0.7,0.82,0.93,0.73,0.69,0.66,0.77,0.91,4.27
ygiP,0.98,0.62,0.66,0.65,0.71,0.71,0.64,0.53,0.8,0
ygiQ,0.9,0.58,0.69,0.76,0.67,0.7,0.66,0.7,0.8,33.53
ygiS,1,0.72,0.88,0.96,0.64,0.74,0.6,0.82,0.79,27.57
ygiU,0.91,0.54,0.53,0.67,0.66,0.59,0.66,0.42,0.47,0
ygiV,0.93,0.63,0.72,0.78,0.69,0.66,0.61,0.44,0.57,6.8
ygiW,0.93,0.64,0.76,0.87,0.7,0.7,0.67,0.63,0.72,5.21
ygiZ,0.89,0.56,0.66,0.82,0.68,0.62,0.64,0.44,0.46,6.02
ygjE,0.95,0.68,0.81,0.94,0.72,0.72,0.71,0.73,0.93,0
ygjF,0.91,0.59,0.66,0.69,0.71,0.64,0.62,0.37,0.37,0
ygjG,0.92,0.52,0.69,0.47,0.68,0.61,0.59,0.1,0.5,20.56
ygjH,0.89,0.64,0.74,0.87,0.72,0.68,0.67,0.63,0.82,5.6
ygjI,0.94,0.68,0.79,0.91,0.71,0.69,0.65,0.67,0.86,18.53
ygjJ,0.85,0.67,0.68,0.65,0.63,0.71,0.68,0.46,0.5,19.04
ygjK,0.87,0.61,0.72,0.78,0.68,0.66,0.64,0.57,0.75,39.96
ygjM,0.97,0.69,0.67,0.83,0.71,0.73,0.66,0.54,0.42,0
ygjN,0.92,0.66,0.76,0.79,0.72,0.69,0.66,0.57,0.64,0
ygjO,0.93,0.61,0.63,0.56,0.63,0.7,0.62,0.24,0.47,0
ygjP,0.9,0.6,0.71,0.74,0.67,0.69,0.66,0.61,0.62,9
ygjQ,0.97,0.66,0.72,0.91,0.72,0.69,0.69,0.67,0.86,9.66
ygjR,0.97,0.56,0.7,0.61,0.71,0.65,0.65,0.49,0.48,14.57
ygjV,0.9,0.58,0.53,0.69,0.71,0.59,0.64,0.33,0.44,7.84
yhaB,0.99,0.45,0.71,0.73,0.71,0.63,0.66,0.3,0.44,7.32
yhaC,1.03,0.69,0.66,0.75,0.71,0.76,0.6,0.62,0.45,20.09
yhaH,0.84,0.6,0.76,0.88,0.73,0.66,0.63,0.61,0.75,6.11
yhaI,0.96,0.69,0.74,0.89,0.72,0.71,0.64,0.63,0.81,5.69
yhaJ,0.97,0.63,0.7,0.63,0.69,0.77,0.64,0.49,0.49,12.86
yhaK,0.86,0.53,0.54,0.52,0.68,0.58,0.65,0.3,0.5,11.22
yhaL,1.04,0.64,0.67,0.76,0.69,0.71,0.58,0.46,0.59,2.67
yhaM,0.98,0.61,0.68,0.69,0.73,0.7,0.67,0.53,0.42,17.11
yhaO,0.98,0.65,0.68,0.67,0.67,0.73,0.66,0.39,0.62,0
yhaV,0.95,0.6,0.64,0.82,0.7,0.66,0.65,0.43,0.72,8.44
yhbC,0.89,0.73,0.69,0.18,0.65,0.73,0.59,0.26,0.72,0
yhbE,0.9,0.63,0.47,0.55,0.5,0.59,0.68,0.45,0.43,14.01
yhbG,0.7,0.49,0.42,0.68,0.55,0.64,0.34,0,0.81,0
yhbH,0.9,0.61,0.33,0.46,0.48,0.6,0.68,0.3,0.16,0
yhbJ,0.87,0.69,0.81,0.81,0.69,0.71,0.67,0.77,0.86,0
yhbO,0.95,0.66,0.73,0.88,0.72,0.72,0.66,0.93,0.94,6.55
yhbP,0.93,0.61,0.79,0.9,0.7,0.71,0.64,0.43,0.73,7.64
yhbQ,0.99,0.74,0.7,0.86,0.69,0.72,0.62,0.47,0.45,5.63
yhbS,0.92,0.65,0.73,0.84,0.71,0.66,0.64,0.6,0.8,7.02
yhbT,0.92,0.46,0.53,0.48,0.66,0.58,0.63,0.22,0.41,0
yhbU,0.91,0.58,0.56,0.59,0.67,0.65,0.63,0.38,0.38,0
yhbW,0.92,0.67,0.59,0.65,0.69,0.68,0.66,0.55,0.52,13.68
yhbX,0.92,0.44,0.47,0.39,0.67,0.6,0.6,0.29,0.46,24.97
yhbY,0.84,0.63,0.68,0.78,0.61,0.67,0.64,0.09,0.64,4.85
yhcA,0.89,0.66,0.77,0.88,0.7,0.67,0.65,0.62,0.72,10.68
yhcB,0.95,0.58,0.63,0.65,0.69,0.68,0.55,0.29,0.32,6.85
yhcC,0.89,0.53,0.63,0.55,0.68,0.61,0.59,0.49,0.61,15.67
yhcD,0.91,0.59,0.64,0.91,0.71,0.63,0.62,0.43,0.46,34.91
yhcE,0.965,0.65,0.695,0.735,0.695,0.715,0.68,0.645,0.635,6.71
yhcF,0.84,0.58,0.65,0.81,0.69,0.58,0.65,0.62,0.73,10.09
yhcG,0.92,0.63,0.69,0.77,0.68,0.63,0.63,0.48,0.49,19.16
yhcH,0.95,0.67,0.75,0.79,0.73,0.61,0.68,0.54,0.74,6.69
yhcM,0.94,0.61,0.59,0.69,0.7,0.6,0.66,0.46,0.32,0
yhcN,0.98,0.68,0.76,0.8,0.69,0.75,0.67,0.41,0.74,3.84
yhcO,0.95,0.69,0.79,0.94,0.74,0.68,0.7,0.85,0.92,3.96
yhdA,1.02,0.71,0.83,0.93,0.8,0.77,0.65,0.44,0.44,0
yhdE,0.93,0.59,0.67,0.62,0.7,0.6,0.65,0.35,0.37,9.08
yhdH,0.87,0.65,0.5,0.56,0.59,0.57,0.68,0.32,0.35,0
yhdJ,0.93,0.52,0.66,0.68,0.66,0.66,0.66,0.33,0.63,14.1
yhdL,0.89,0.31,0.52,0.35,0.63,0.42,0.61,0.18,0.4,0
yhdN,0.85,0.62,0.74,0.85,0.68,0.61,0.66,0.72,0.79,6.06
yhdP,0.85,0.6,0.47,0.23,0.68,0.65,0.68,0.43,0.4,56.17
yhdT,0.95,0.72,0.74,0.8,0.71,0.66,0.65,0.6,0.42,3.75
yhdU,0.98,0.68,0.61,0.57,0.64,0.62,0.66,0.24,0.13,2.88
yhdV,0.95,0.61,0.82,1.02,0.71,0.65,0.68,0.69,0.86,2.77
yhdW,0.99,0.59,0.68,0.77,0.72,0.7,0.57,0.45,0.3,15.46
yhdX,0.96,0.56,0.73,0.59,0.66,0.67,0.64,0,0.65,15.11
yhdY,0.94,0.63,0.76,0.74,0.68,0.78,0.63,0.17,0.54,17.77
yhdZ,0.91,0.48,0.5,0.46,0.65,0.59,0.61,0.28,0.4,10.27
yheL,0.6,0.42,0.47,0.61,0.38,0.37,0.55,0.3,0.34,0
yheM,0.82,0.57,0.54,0.56,0.68,0.58,0.66,0.44,0.53,0
yheN,0.62,0.42,0.47,0.61,0.4,0.37,0.57,0.31,0.4,0
yheO,0.96,0.55,0.72,0.62,0.69,0.63,0.66,0.33,0.44,9.93
yheS,0.94,0.62,0.74,0.74,0.7,0.72,0.63,0.37,0.48,32.46
yheT,0.98,0.64,0.6,0.64,0.71,0.59,0.65,0.35,0.55,15.89
yheU,0.93,0.55,0.77,0.65,0.71,0.58,0.64,0.31,0.43,4.06
yheV,0.93,0.56,0.7,0.59,0.68,0.63,0.64,0.2,0.52,2.59
yhfA,0.9,0.59,0.6,0.61,0.73,0.58,0.65,0.3,0.34,5.47
yhfG,0.92,0.58,0.54,0.57,0.67,0.58,0.64,0.32,0.29,3.23
yhfK,0.96,0.52,0.61,0.49,0.66,0.63,0.64,0.38,0.41,35.72
yhfL,0.93,0.58,0.63,0.53,0.71,0.52,0.63,0.43,0.32,2.34
yhfS,0.91,0.61,0.52,0.65,0.66,0.58,0.61,0.32,0.31,14.4
yhfT,0.93,0.55,0.65,0.59,0.7,0.59,0.66,0.3,0.25,15.84
yhfU,0.91,0.51,0.59,0.54,0.67,0.66,0.63,0.64,0.68,4.84
yhfW,0.9,0.6,0.61,0.7,0.68,0.64,0.65,0.58,0.66,15.44
yhfX,0.96,0.65,0.76,0.91,0.74,0.65,0.68,0.72,0.79,17.83
yhfY,0.96,0.59,0.67,0.77,0.68,0.69,0.62,0.56,0.62,6.07
yhfZ,0.98,0.63,0.71,0.74,0.74,0.68,0.59,0.53,0.52,14.2
yhgA,0.91,0.53,0.59,0.59,0.68,0.54,0.67,0.3,0.34,0
yhgE,0.91,0.62,0.47,0.53,0.54,0.59,0.63,0.32,0.28,28.1
yhgF,0.89,0.49,0.43,0.19,0.62,0.59,0.57,0.3,0.31,32.56
yhgG,0.98,0.57,0.66,0.58,0.69,0.64,0.64,0.48,0.41,0
yhgN,0.93,0.53,0.57,0.56,0.67,0.54,0.7,0.2,0.36,6.97
yhhA,0.89,0.51,0.51,0.6,0.7,0.55,0.71,0.44,0.31,6.72
yhhF,0.87,0.7,0.72,0.87,0.7,0.47,0.64,0.78,0.71,0
yhhH,0.96,0.53,0.58,0.56,0.69,0.69,0.57,0.48,0.43,6.56
yhhI,1.03,0.67,0.69,0.74,0.71,0.75,0.6,0.61,0.5,17.33
yhhJ,0.99,0.66,0.73,0.77,0.71,0.76,0.59,0.79,0.83,12.98
yhhK,0.93,0.61,0.7,0.76,0.7,0.62,0.69,0.58,0.7,0
yhhL,0.98,0.62,0.63,0.67,0.7,0.67,0.58,0.48,0.39,3.57
yhhM,0.89,0.59,0.54,0.62,0.64,0.6,0.67,0.53,0.4,5.37
yhhN,0.9,0.61,0.75,0.85,0.69,0.62,0.68,0.7,0.76,10.46
yhhP,0.62,0.39,0.45,0.62,0.41,0.38,0.52,0.22,0.25,0
yhhS,0.96,0.58,0.66,0.69,0.7,0.7,0.61,0.52,0.55,15.49
yhhT,1.02,0.66,0.65,0.41,0.68,0.76,0.54,0.78,0.69,13.3
yhhW,0.96,0.6,0.47,0.66,0.7,0.63,0.66,0.3,0.29,10.77
yhhX,0.89,0.5,0.68,0.68,0.64,0.55,0.66,0.43,0.35,16.15
yhhY,0.9,0.48,0.36,0.52,0.68,0.54,0.66,0.29,0.23,0
yhhZ,0.96,0.61,0.58,0.73,0.71,0.59,0.61,0.4,0.35,18.39
yhiD,0.94,0.51,0.57,0.45,0.69,0.62,0.55,0.27,0.44,8.25
yhiF,0.97,0.65,0.78,0.96,0.73,0.64,0.64,0.57,0.85,0
yhiI,0.9,0.59,0.58,0.54,0.66,0.63,0.62,0.55,0.51,15.3
yhiJ,0.97,0.65,0.64,0.84,0.73,0.65,0.65,0.56,0.78,23.06
yhiK,0.93,0.58,0.69,0.75,0.69,0.68,0.62,0.7,0.74,0
yhiL,0.95,0.65,0.7,0.76,0.71,0.74,0.55,0.85,0.76,24.38
yhiM,0.98,0.61,0.7,0.96,0.7,0.71,0.67,0.33,0.33,14.74
yhiN,0.89,0.58,0.5,0.68,0.67,0.59,0.64,0.42,0.37,18.19
yhiO,0.93,0.51,0.61,0.44,0.68,0.62,0.58,0.44,0.41,0
yhiP,0.88,0.58,0.56,0.7,0.62,0.57,0.62,0.53,0.57,0
yhiQ,0.95,0.58,0.7,0.6,0.7,0.68,0.61,0.34,0.46,0
yhiR,0.95,0.7,0.69,0.75,0.74,0.63,0.69,0.58,0.47,0
yhiS,0.87,0.6,0.58,0.57,0.7,0.7,0.65,0.52,0.43,12.32
yhjA,0.93,0.59,0.68,0.6,0.71,0.6,0.64,0.38,0.51,22.72
yhjB,0.95,0.61,0.62,0.85,0.71,0.59,0.62,0.41,0.5,9.33
yhjC,0.88,0.57,0.69,0.5,0.69,0.65,0.64,0.29,0.44,13.51
yhjD,0.88,0.57,0.51,0.69,0.6,0.57,0.63,0.4,0.45,14.93
yhjE,0.9,0.54,0.65,0.77,0.65,0.56,0.67,0.51,0.61,17.13
yhjG,0.93,0.48,0.6,0.36,0.66,0.57,0.63,0.16,0.31,27.59
yhjH,0.98,0.6,0.65,0.6,0.7,0.71,0.61,0.43,0.63,0
yhjJ,0.88,0.65,0.76,0.75,0.71,0.71,0.71,0.69,0.74,23.7
yhjK,0.99,0.65,0.78,0.74,0.76,0.75,0.68,0.91,0.78,0
yhjQ,0.96,0.6,0.56,0.52,0.65,0.68,0.63,0.41,0.43,0
yhjR,0.97,0.65,0.58,0.74,0.66,0.65,0.67,0.39,0.38,2.69
yhjV,0.91,0.61,0.27,0.38,0.39,0.57,0.69,0.31,0.17,17.24
yhjX,0.99,0.59,0.7,0.84,0.67,0.69,0.59,0.49,0.46,16.85
yhjY,0.97,0.61,0.56,0.6,0.63,0.7,0.64,0.58,0.78,12.31
yiaA,0.91,0.65,0.65,0.71,0.66,0.7,0.69,0.77,0.72,7.92
yiaB,0.93,0.55,0.61,0.5,0.63,0.68,0.62,0.43,0.45,5.19
yiaC,0.9,0.56,0.6,0.69,0.71,0.56,0.66,0.3,0.42,7.85
yiaD,0.91,0.6,0.26,0.35,0.4,0.56,0.6,0.27,0.32,8.69
yiaF,0.97,0.58,0.64,0.59,0.68,0.71,0.63,0.37,0.43,10.56
yiaG,0.91,0.65,0.74,0.76,0.68,0.62,0.67,0.53,0.67,5.14
yiaH,0.94,0.67,0.82,0.95,0.77,0.66,0.7,0.58,0.92,0
yiaI,0.91,0.61,0.57,0.5,0.52,0.68,0.43,0.38,0.53,0
yiaJ,0.96,0.68,0.6,0.72,0.65,0.68,0.63,0.51,0.75,13.19
yiaK,0.82,0.53,0.56,0.62,0.55,0.55,0.56,0.55,0.55,0
yiaL,0.97,0.61,0.58,0.67,0.69,0.69,0.61,0.48,0.41,6.05
yiaM,0.94,0.6,0.72,0.87,0.74,0.65,0.67,0.57,0.72,7.06
yiaN,0.96,0.56,0.6,0.72,0.68,0.68,0.61,0.42,0.33,14.32
yiaO,0.89,0.68,0.79,0.9,0.74,0.63,0.65,0.65,0.86,14.02
yiaT,0.87,0.53,0.61,0.56,0.67,0.59,0.63,0.42,0.58,12.63
yiaU,0.89,0.59,0.51,0.59,0.64,0.65,0.62,0.42,0.41,16.33
yiaV,0.92,0.59,0.55,0.7,0.69,0.56,0.67,0.38,0.43,16.93
yiaW,0.77,0.49,0.48,0.63,0.61,0.58,0.6,0.44,0.36,4.96
yiaY,0.98,0.54,0.62,0.62,0.7,0.61,0.6,0.33,0.49,12.93
yibA,0.97,0.69,0.78,0.96,0.72,0.66,0.68,0.74,0.84,12.87
yibD,0.98,0.57,0.69,0.58,0.7,0.64,0.65,0.47,0.48,17.76
yibF,1.03,0.65,0.7,0.77,0.74,0.73,0.58,0.59,0.78,8.86
yibG,0.87,0.55,0.7,0.86,0.68,0.58,0.68,0.59,0.74,9.1
yibH,0.86,0.6,0.67,0.82,0.67,0.57,0.66,0.75,0.77,16.58
yibI,0.98,0.55,0.66,0.61,0.7,0.62,0.63,0.18,0.34,5.6
yibK,0.86,0.59,0.34,0.29,0.49,0.64,0.61,0.11,0.18,0
yibL,0.97,0.69,0.67,0.87,0.73,0.64,0.68,0.61,0.86,6.2
yibN,0.93,0.7,0.65,0.17,0.72,0.64,0.65,0.41,0.35,5.72
yibQ,1,0.64,0.67,0.73,0.7,0.71,0.55,0.46,0.77,12.12
yibT,0.93,0.67,0.63,0.87,0.74,0.64,0.66,0.4,0.32,3.78
yicC,0.93,0.58,0.42,0.62,0.66,0.57,0.63,0.44,0.39,14.82
yicE,0.98,0.66,0.72,0.76,0.74,0.74,0.66,0.55,0.77,0
yicG,0.88,0.6,0.59,0.55,0.65,0.7,0.57,0.53,0.53,7.29
yicH,0.93,0.64,0.65,0.72,0.69,0.63,0.66,0.45,0.38,24.88
yicI,0.86,0.59,0.42,0.38,0.6,0.61,0.6,0.16,0.28,39.19
yicJ,1.05,0.66,0.76,0.74,0.7,0.74,0.6,0.49,0.46,20.42
yicL,1.03,0.63,0.71,0.84,0.69,0.75,0.63,0.68,0.86,12.88
yicM,0.94,0.55,0.65,0.69,0.68,0.7,0.65,0.43,0.66,0
yicN,0.99,0.63,0.66,0.67,0.68,0.72,0.63,0.52,0.4,6.11
yicO,0.88,0.64,0.61,0.63,0.69,0.71,0.6,0.61,0.47,0
yicR,0.95,0.62,0.61,0.42,0.7,0.67,0.68,0.45,0.32,10.22
yicS,0.91,0.65,0.62,0.78,0.7,0.7,0.66,0.48,0.48,5.03
yidA,0.92,0.6,0.26,0.41,0.46,0.57,0.69,0.35,0.23,11.51
yidB,1,0.53,0.59,0.57,0.67,0.64,0.6,0.3,0.38,6.69
yidD,0.94,0.68,0.75,0.42,0.71,0.77,0.62,0.46,0.43,3.41
yidE,0.89,0.63,0.62,0.57,0.69,0.75,0.57,0.59,0.56,19.38
yidF,1,0.64,0.69,0.85,0.71,0.72,0.61,0.5,0.74,8.39
yidG,0.9,0.58,0.69,0.78,0.7,0.65,0.59,0.46,0.42,4.5
yidH,0.89,0.64,0.75,0.96,0.82,0.7,0.62,0.51,0.82,5.21
yidI,0.95,0.62,0.68,0.85,0.7,0.67,0.59,0.49,0.59,5.11
yidJ,0.93,0.7,0.71,0.7,0.74,0.7,0.68,0.46,0.49,23.26
yidK,0.95,0.71,0.69,0.86,0.7,0.74,0.59,0.54,0.44,22.53
yidL,0.97,0.55,0.54,0.6,0.66,0.65,0.64,0.43,0.44,15.74
yidP,0.84,0.61,0.53,0.4,0.6,0.71,0.69,0.47,0.47,12.09
yidQ,1,0.67,0.7,0.92,0.7,0.75,0.58,0.5,0.48,4.12
yidR,0.82,0.59,0.41,0.38,0.59,0.63,0.67,0.21,0.28,17.94
yidX,0.97,0.53,0.69,0.5,0.66,0.64,0.63,0.22,0.41,10.69
yidZ,0.9,0.67,0.71,0.87,0.74,0.69,0.63,0.81,0.78,16.26
yieE,0.94,0.66,0.59,0.77,0.66,0.69,0.59,0.55,0.39,10.21
yieF,0.89,0.53,0.56,0.73,0.64,0.61,0.6,0.44,0.5,7.8
yieG,0.86,0.61,0.33,0.43,0.53,0.63,0.58,0.4,0.25,0
yieH,0.86,0.61,0.65,0.87,0.66,0.64,0.63,0.53,0.7,9.39
yieI,0.98,0.62,0.75,0.88,0.74,0.72,0.59,0.62,0.85,0
yieK,1.05,0.67,0.7,0.76,0.72,0.77,0.63,0.62,0.78,10.57
yieL,0.93,0.65,0.72,0.87,0.71,0.73,0.6,0.7,0.81,16.01
yieM,0.86,0.59,0.52,0.51,0.65,0.67,0.65,0.51,0.52,0
yieN,0.99,0.66,0.71,0.74,0.7,0.75,0.57,0.59,0.62,0
yieP,0.94,0.54,0.61,0.58,0.71,0.62,0.65,0.39,0.4,10.93
yifB,0.94,0.69,0.62,0.78,0.71,0.71,0.64,0.59,0.44,21.84
yifE,0.88,0.6,0.21,0.36,0.45,0.62,0.61,0.36,0.16,5.95
yifK,0.88,0.59,0.65,0.79,0.67,0.65,0.6,0.37,0.51,18.39
yifL,0.94,0.54,0.59,0.39,0.68,0.68,0.65,0.62,0.45,2.92
yifN,1,0.63,0.66,0.79,0.7,0.69,0.6,0.5,0.31,6.14
yifO,1,0.68,0.77,0.8,0.69,0.72,0.68,0.74,0.81,0
yigA,0.93,0.62,0.66,0.72,0.7,0.68,0.59,0.47,0.4,10.46
yigB,0.86,0.59,0.64,0.77,0.64,0.66,0.55,0.31,0.4,10.49
yigE,1.03,0.68,0.72,0.7,0.73,0.76,0.66,0.65,0.67,11.4
yigF,0.91,0.59,0.58,0.59,0.67,0.66,0.65,0.46,0.44,6.98
yigG,0.99,0.68,0.66,0.72,0.72,0.76,0.59,0.64,0.56,4.67
yigI,0.98,0.63,0.79,0.88,0.8,0.69,0.69,0.81,0.9,6.96
yigL,0.86,0.6,0.51,0.48,0.66,0.65,0.62,0.39,0.3,11.08
yigM,0.98,0.63,0.62,0.61,0.67,0.71,0.63,0.57,0.45,0
yigZ,0.94,0.47,0.61,0.4,0.65,0.6,0.65,0.2,0.45,9.42
yihD,0.93,0.58,0.59,0.62,0.68,0.64,0.64,0.33,0.45,4.72
yihE,0.96,0.56,0.72,0.58,0.69,0.69,0.63,0.53,0.57,0
yihF,0.96,0.51,0.59,0.52,0.67,0.61,0.63,0.32,0.39,20.7
yihG,0.9,0.62,0.39,0.44,0.53,0.62,0.62,0.44,0.26,15.11
yihI,0.87,0.56,0.7,0.72,0.68,0.7,0.67,0.54,0.57,9.06
yihL,0.89,0.61,0.6,0.78,0.68,0.69,0.63,0.52,0.48,12.47
yihM,0.88,0.55,0.52,0.64,0.67,0.59,0.64,0.32,0.44,13.82
yihN,0.88,0.64,0.65,0.76,0.7,0.72,0.55,0.58,0.52,19
yihO,0.98,0.55,0.65,0.63,0.71,0.67,0.64,0.36,0.46,21.14
yihP,0.93,0.56,0.69,0.66,0.67,0.69,0.64,0.42,0.54,20.58
yihQ,0.91,0.64,0.48,0.52,0.59,0.66,0.66,0.31,0.25,35.96
yihR,0.95,0.6,0.65,0.57,0.7,0.62,0.64,0.29,0.37,14.94
yihS,0.96,0.59,0.68,0.64,0.69,0.67,0.62,0.49,0.59,21.69
yihT,0.97,0.68,0.67,0.77,0.71,0.72,0.68,0.54,0.5,11.25
yihU,0.95,0.65,0.61,0.73,0.68,0.7,0.69,0.56,0.47,10.05
yihV,0.98,0.63,0.65,0.76,0.71,0.73,0.66,0,0.66,12.43
yihW,0.98,0.65,0.73,0.71,0.68,0.71,0.62,0.34,0.76,0
yihX,0.99,0.69,0.73,0.75,0.71,0.74,0.66,0,0.65,8.48
yiiD,0.93,0.58,0.54,0.65,0.7,0.59,0.67,0.3,0.41,15.41
yiiE,0.93,0.66,0.79,0.82,0.7,0.76,0.68,0.3,0.7,3.93
yiiF,0.97,0.66,0.74,0.67,0.71,0.75,0.63,0.64,0.56,4.16
yiiG,0.96,0.67,0.63,0.75,0.69,0.7,0.64,0.5,0.51,18.14
yiiL,1.04,0.69,0.72,0.72,0.72,0.73,0.57,0.63,0.8,0
yiiM,0.99,0.61,0.58,0.43,0.68,0.68,0.61,0.35,0.35,11.86
yiiQ,0.95,0.62,0.57,0.32,0.65,0.66,0.65,0.36,0.5,10.2
yiiR,0.91,0.57,0.53,0.65,0.66,0.68,0.64,0.52,0.42,7.07
yiiS,0.89,0.58,0.62,0.7,0.68,0.66,0.62,0.59,0.67,4.43
yiiT,0.96,0.59,0.63,0.65,0.7,0.7,0.59,0.64,0.63,0
yiiU,0.93,0.64,0.34,0.29,0.5,0.64,0.66,0,0.19,0
yiiX,0.88,0.63,0.74,0.88,0.7,0.66,0.67,0.66,0.76,11.85
yijD,0.94,0.67,0.63,0.71,0.71,0.7,0.63,0.31,0.49,4.64
yijE,0.92,0.55,0.61,0.67,0.66,0.66,0.62,0.43,0.51,14.09
yijF,0.89,0.46,0.48,0.45,0.63,0.55,0.63,0.27,0.29,9.04
yijO,0.96,0.61,0.69,0.78,0.72,0.71,0.67,0.8,0.67,14.91
yijP,0.9,0.61,0.65,0.81,0.65,0.63,0.61,0.47,0.77,0
yjaA,0.93,0.46,0.61,0.33,0.67,0.58,0.63,0.07,0.3,5.41
yjaB,0.92,0.65,0.67,0.93,0.72,0.65,0.69,0.49,0.74,6.43
yjaH,0.99,0.73,0.65,0.65,0.7,0.73,0.64,0.5,0.5,10.9
yjbA,0.96,0.74,0.72,0.85,0.58,0.74,0.61,0.38,0.5,0
yjbB,0.87,0.53,0.6,0.56,0.62,0.65,0.54,0.49,0.42,21.91
yjbC,0.91,0.66,0.65,0.61,0.71,0.67,0.63,0.48,0.32,0
yjbD,0.92,0.65,0.67,0.87,0.69,0.71,0.61,0.52,0.77,5
yjbE,0.92,0.54,0.56,0.72,0.69,0.6,0.62,0.3,0.39,3.15
yjbF,0.98,0.55,0.69,0.64,0.69,0.65,0.64,0.42,0.41,11.29
yjbG,0.94,0.7,0.73,0.85,0.69,0.73,0.6,0.32,0.71,10.99
yjbH,0.94,0.61,0.61,0.66,0.69,0.64,0.62,0.5,0.57,36.95
yjbI,0.94,0.61,0.57,0.74,0.71,0.63,0.66,0.36,0.51,18.69
yjbJ,0.9,0.56,0.53,0.74,0.66,0.63,0.62,0.5,0.39,4.85
yjbL,0.89,0.56,0.61,0.6,0.69,0.59,0.66,0.31,0.4,3.55
yjbM,0.94,0.58,0.65,0.72,0.69,0.62,0.63,0.37,0.59,10.97
yjbN,0.93,0.5,0.65,0.58,0.64,0.66,0.63,0.32,0.48,0
yjbO,0.99,0.6,0.76,0.99,0.8,0.73,0.59,0.58,0.51,0
yjbQ,0.88,0.45,0.49,0.42,0.63,0.56,0.61,0.24,0.26,6.3
yjbR,0.91,0.58,0.61,0.6,0.69,0.62,0.68,0.29,0.51,6.57
yjcB,1.01,0.63,0.74,0.7,0.69,0.71,0.62,0.59,0.63,3.83
yjcC,0.85,0.57,0.71,0.79,0.67,0.61,0.64,0.71,0.76,0
yjcD,0.94,0.6,0.55,0.75,0.69,0.64,0.67,0.3,0.37,0
yjcE,0.95,0.65,0.67,0.76,0.71,0.69,0.65,0.45,0.45,21.17
yjcF,0.89,0.6,0.67,0.79,0.71,0.64,0.62,0.63,0.68,17.33
yjcH,0.87,0.52,0.57,0.59,0.66,0.61,0.65,0.33,0.38,3.95
yjcO,0.85,0.65,0.63,0.66,0.66,0.67,0.64,0.42,0.48,11.8
yjcP,0.85,0.59,0.54,0.58,0.64,0.66,0.61,0.37,0.44,0
yjcQ,0.96,0.7,0.78,0.9,0.72,0.73,0.67,0.89,0.89,0
yjcR,0.91,0.67,0.71,0.91,0.66,0.71,0.64,0.47,0.46,0
yjcS,0.91,0.57,0.68,0.74,0.66,0.66,0.64,0.7,0.76,29.54
yjcZ,0.95,0.56,0.6,0.67,0.64,0.68,0.57,0.53,0.62,15.34
yjdA,0.87,0.61,0.74,0.85,0.69,0.65,0.66,0.68,0.74,0
yjdC,0.87,0.6,0.61,0.61,0.68,0.7,0.64,0.44,0.6,9.77
yjdF,0.91,0.61,0.64,0.8,0.68,0.63,0.64,0.51,0.59,9.88
yjdI,0.97,0.68,0.59,0.8,0.71,0.69,0.62,0.5,0.46,3.71
yjdJ,0.93,0.66,0.8,0.9,0.71,0.71,0.65,0.53,0.73,4.26
yjdK,0.91,0.6,0.47,0.47,0.57,0.65,0.64,0.32,0.37,0
yjdL,0.99,0.7,0.74,0.82,0.73,0.71,0.61,0.51,0.82,0
yjdO,0.94,0.56,0.71,0.68,0.65,0.65,0.6,0.56,0.66,0
yjeB,0.85,0.45,0.29,0.62,0.64,0.51,0.6,0.08,0.23,0
yjeF,0.98,0.58,0.71,0.86,0.71,0.67,0.58,0.41,0.3,0
yjeH,0.93,0.68,0.71,0.89,0.7,0.71,0.63,0.66,0.8,17.69
yjeI,0.93,0.63,0.77,0.9,0.72,0.7,0.67,0.89,0.89,5.21
yjeJ,0.94,0.61,0.63,0.58,0.69,0.64,0.65,0.27,0.36,13.3
yjeK,0.86,0.69,0.78,0.83,0.7,0.69,0.68,0.76,0.83,0
yjeM,1.01,0.68,0.75,0.78,0.68,0.74,0.58,0.46,0.51,20.23
yjeN,0.9,0.57,0.62,0.61,0.68,0.62,0.62,0.34,0.51,4.62
yjeO,0.88,0.66,0.77,0.87,0.71,0.67,0.68,0.65,0.78,5.55
yjeP,0.88,0.6,0.61,0.73,0.62,0.71,0.62,0.56,0.62,0
yjeS,0.93,0.59,0.56,0.71,0.7,0.62,0.62,0.21,0.47,0
yjeT,0.95,0.64,0.76,0.92,0.72,0.7,0.64,0.54,0.81,2.94
yjfC,0.93,0.52,0.8,1.02,0.72,0.6,0.62,0.35,0.5,19.79
yjfF,0.88,0.34,0.14,0.09,0.49,0.54,0.67,0,0.1,12.23
yjfI,0.96,0.58,0.68,0.59,0.72,0.63,0.62,0.16,0.39,6.09
